date,value,onediffvalue,seasonal
Jan 08 2014,14346.712814909024,-284.14048514228125,-470.7646408177217
Jan 09 2014,14680.472471632156,333.75965672313214,-537.0952749199434
Jan 10 2014,14827.982987708388,147.51051607623052,-735.1769048448352
Jan 11 2014,14097.649478947258,-730.3335087611285,-554.070531816313
Jan 12 2014,12687.00776920752,-1410.6417097397368,-468.51575983221454
Jan 13 2014,13786.495609341233,1099.48784013371,952.7311258015177
Jan 14 2014,14318.911734276024,532.4161249347926,-482.19083079985484
Jan 15 2014,14350.157853140232,31.246118864206444,-722.9703115576797
Jan 16 2014,13754.127944607111,-596.0299085331189,-586.3299665970833
Jan 17 2014,14419.202614387219,665.0746697801077,-825.5326197638058
Jan 18 2014,14015.967122939725,-403.2354914474945,-954.8780161280031
Jan 19 2014,12607.890019039038,-1408.0771039006866,-943.1321088766178
Jan 20 2014,13648.581201175559,1040.691182136521,-848.3530973336549
Jan 21 2014,13196.790268313438,-451.7909328621208,-1057.2787874537323
Jan 22 2014,13741.503102312783,544.7128339993468,-1316.4968434004716
Jan 23 2014,13665.235018032417,-76.26808428036749,-1343.5980445056655
Jan 24 2014,14033.725443269854,368.4904252374363,-1148.4498170505474
Jan 25 2014,13727.031151319172,-306.6942919506819,-1366.2167592788758
Jan 26 2014,12535.09833485439,-1191.9328164647816,-1223.0746703735656
Jan 27 2014,13706.329352468547,1171.2310176141584,-1339.3689306306107
Jan 28 2014,14052.720209101732,346.39085663318474,-1143.340639465535
Jan 29 2014,14248.032364559278,195.31215545754455,-1467.570966932214
Jan 30 2014,14351.725501459021,103.69313689974295,-1292.4853997460636
Jan 31 2014,15217.222227085154,865.4967256261334,-1411.232808688201
Feb 01 2014,14819.590792195879,-397.63143488927557,-1328.1477063508735
Feb 02 2014,13707.20149911186,-1112.3892930840193,-1094.1662116442146
Feb 03 2014,15264.144617812459,1556.9431187006012,-859.8213849627648
Feb 04 2014,15630.944104567454,366.79948675499327,-817.0493889708298
Feb 05 2014,14830.90181966072,-800.0422849067328,-1301.7699027069457
Feb 06 2014,14275.243015610133,-555.6588040505885,-1474.6237634320446
Feb 07 2014,15149.4772797934,874.2342641832691,-1465.007706613662
Feb 08 2014,15064.25830125261,-85.2189785407918,-1629.1445697243169
Feb 09 2014,13505.682561238276,-1558.575740014334,-1312.3135348150415
Feb 10 2014,14128.161891178248,622.4793299399716,-1148.3529445843085
Feb 11 2014,14367.896964139722,239.7350729614736,-983.5333598894251
Feb 12 2014,14796.352356423746,428.4553922840241,-1007.7162213625454
Feb 13 2014,14717.4886392915,-78.86371713224617,-1056.064634115909
Feb 14 2014,14883.970400730732,166.48176143923232,-1249.9850860556219
Feb 15 2014,15886.155162320863,1002.1847615901316,-1334.1434563172832
Feb 16 2014,14464.779654189762,-1421.375508131101,-1139.7513382735744
Feb 17 2014,15303.170145663787,838.3904914740233,-1036.574227323664
Feb 18 2014,14908.540730254674,-394.62941540911385,-642.216179303595
Feb 19 2014,14746.12665015826,-162.41408009641236,-1144.5201427423603
Feb 20 2014,14233.215845519362,-512.9108046388957,-1027.3457465390559
Feb 21 2014,15073.618241561673,840.4023960423093,-1221.8277498130508
Feb 22 2014,15273.504682980425,199.88644141875008,-1244.1260007929966
Feb 23 2014,14076.515137337035,-1196.989545643386,-961.0499682823295
Feb 24 2014,14829.590734470094,753.0755971330545,-920.62099789424
Feb 25 2014,15336.147014194768,506.5562797246785,-1092.251030928555
Feb 26 2014,15126.69684212936,-209.45017206540982,-1348.144597887201
Feb 27 2014,14594.336774096924,-532.3600680324362,-1117.9754501110517
Feb 28 2014,15592.68893177988,998.3521576829573,-919.0671770815695
Mar 01 2014,16173.9805339429,581.291602163019,-942.1131153852677
Mar 02 2014,13980.15229962604,-2193.8282343168607,-644.0752510822219
Mar 03 2014,14524.517974731487,544.3656751054477,-426.52998967059665
Mar 04 2014,14834.353040259719,309.835065528232,-776.4543101268575
Mar 05 2014,14144.333798751577,-690.0192415081438,-996.8994618421091
Mar 06 2014,14868.989762603791,724.6559638522157,-918.0112014062386
Mar 07 2014,14880.0885939051,11.098831301309474,-978.1929044352798
Mar 08 2014,14146.292745251129,-733.7958486539737,-1365.530202255267
Mar 09 2014,14186.362309087872,40.06956383674515,-1111.6458322365809
Mar 10 2014,15404.746993577764,1218.3846844898908,-966.3245827260682
Mar 11 2014,14385.695538132426,-1019.0514554453366,-1023.9580720591732
Mar 12 2014,14138.31649139286,-247.37904673956476,-755.4783205697684
Mar 13 2014,14084.749026809925,-53.56746458293857,-996.4179519266115
Mar 14 2014,15104.836047662438,1020.0870208525156,-1189.2077801390958
Mar 15 2014,14346.588001376189,-758.2480462862495,-1200.4709683156887
Mar 16 2014,13209.652043603102,-1136.9359577730847,-833.8144187121982
Mar 17 2014,14310.094199924382,1100.4421563212763,-1087.398598031453
Mar 18 2014,13903.254809293428,-406.839390630952,-1156.827666632623
Mar 19 2014,14071.366923575915,168.11211428248862,-1133.8762378778356
Mar 20 2014,13981.5424179311,-89.82450564481951,-1013.6825333615836
Mar 21 2014,14812.352963310394,830.8105453792941,-1033.4263922941288
Mar 22 2014,14224.972649978692,-587.3803133316998,-987.0890801282019
Mar 23 2014,13419.431175274016,-805.541474704676,-985.6225703664225
Mar 24 2014,14012.968787198492,593.5376119244775,-1085.9305209510087
Mar 25 2014,14208.211557480508,195.24277028201504,-1084.733736643402
Mar 26 2014,14340.448217726323,132.23666024581507,-1099.7649546927614
Mar 27 2014,14127.581991003986,-212.8662267223353,-872.8519640699913
Mar 28 2014,14414.275365835212,286.693374831224,-1100.5330069917297
Mar 29 2014,14337.53541522582,-76.73995060939343,-596.1178860914572
Mar 30 2014,13717.797854769657,-619.7375604561639,-928.3555054925625
Mar 31 2014,14395.401155774367,677.6033010047122,-633.4734303530356
Apr 01 2014,14229.26387621244,-166.1372795619263,-524.456592537704
Apr 02 2014,14104.418722610733,-124.845153601711,-605.7786120207586
Apr 03 2014,14130.381997877463,25.963275266734854,-629.5970541264512
Apr 04 2014,14531.98540333538,401.6034054579177,-544.4063225259968
Apr 05 2014,15543.695937323477,1011.7105339880928,-1241.2236917821879
Apr 06 2014,14746.082380016082,-797.6135573073933,-575.4986883691964
Apr 07 2014,15472.17933877742,726.0969587613399,-523.9112496833147
Apr 08 2014,15516.243770927324,44.06443214990213,-551.8646829778484
Apr 09 2014,14172.10721175387,-1344.136559173454,-751.0080242822535
Apr 10 2014,14117.334175659551,-54.77303609431692,-843.6837860378657
Apr 11 2014,15349.024277312745,1231.69010165319,-736.3999610325984
Apr 12 2014,14733.995062350865,-615.0292149618781,-838.9311466433462
Apr 13 2014,12730.213015485471,-2003.7820468653922,-1156.8641968701834
Apr 14 2014,14021.186197621018,1290.9731821355456,-1008.7703824018361
Apr 15 2014,13969.958576954561,-51.22762066645919,-977.0249717599829
Apr 16 2014,13891.78565154604,-78.1729254085185,-1125.1084819332284
Apr 17 2014,13979.76838904994,87.98273750390034,-1344.9659406069231
Apr 18 2014,14156.466125989611,176.6977369396718,-1201.765999042235
Apr 19 2014,13022.806821085627,-1133.659304903984,-1235.366619292058
Apr 20 2014,11805.969303126496,-1216.837517959133,-1219.791416264248
Apr 21 2014,14631.357400850882,2825.388097724385,-837.9548206384932
Apr 22 2014,14116.358796153667,-514.9986046972135,-930.5913543205504
Apr 23 2014,13819.40200452674,-296.95679162692795,-984.7433925982066
Apr 24 2014,13499.957901022208,-319.44410350453114,-1280.5836613913568
Apr 25 2014,13746.538782048929,246.58088102672082,-1315.6878046245617
Apr 26 2014,12964.250342924512,-782.2884391244153,-1375.4941835198554
Apr 27 2014,11683.527664013898,-1280.7226789106135,-1517.9133838865534
Apr 28 2014,13576.206893219482,1892.6792292055814,-1173.1358409043794
Apr 29 2014,13433.249503068115,-142.95739015136496,-1123.7322813452467
Apr 30 2014,14040.497359385776,607.2478563176592,-856.4371225040611
May 01 2014,14350.39670054694,309.89934116116456,-704.6948843738148
May 02 2014,14237.196189257429,-113.20051128951128,-808.2909615549531
May 03 2014,13255.525786151624,-981.6704031058052,-1201.171734559349
May 04 2014,12533.121705366431,-722.4040807851942,-1041.9101431312172
May 05 2014,13608.198187749895,1075.076482383467,-1012.3088923710063
May 06 2014,13653.676331941731,45.47814419183669,-868.3677371830679
May 07 2014,13218.279513752117,-435.39681818961617,-1226.2778388108447
May 08 2014,13297.503747973624,79.22423422150678,-1504.2267219632226
May 09 2014,13342.592429115004,45.08868114138021,-1339.1857969178252
May 10 2014,12724.579622286963,-618.0128068280393,-1363.4468261847303
May 11 2014,12051.169171901201,-673.4104503857634,-1272.5803773253158
May 12 2014,14006.281778982056,1955.1126070808527,-935.0296489551172
May 13 2014,14319.581031657259,313.29925267520593,-813.2585522289226
May 14 2014,13702.94950198575,-616.6315296715112,-1059.1292867761324
May 15 2014,13838.339955213674,135.3904532279248,-1192.6133702455566
May 16 2014,13701.432564230889,-136.90739098278758,-1101.0760620717435
May 17 2014,13153.652290430779,-547.7802738001084,-1147.9240854208967
May 18 2014,13912.007009575991,758.3547191452144,-780.2637328046437
May 19 2014,15909.634386550691,1997.6273769746967,-238.0254595075123
May 20 2014,14504.745968751844,-1404.8884177988455,-441.20448556397895
May 21 2014,13304.655271044248,-1200.0906977075974,-707.3861566797389
May 22 2014,13158.30758925958,-146.34768178466584,-860.7491321760506
May 23 2014,13652.2629227866,493.9553335270193,-770.0528502005207
May 24 2014,12795.654988994793,-856.6079337918072,-1267.2741836335251
May 25 2014,11620.793701596953,-1174.86128739784,-1394.1068036040622
May 26 2014,11842.765904062671,221.97220246572036,-870.401707990389
May 27 2014,14165.667374076616,2322.9014700139437,-302.1651423634759
May 28 2014,13289.852657141688,-875.8147169349304,-745.3882249684054
May 29 2014,13143.970439457784,-145.88221768390397,-1040.461532125066
May 30 2014,14050.221260520186,906.2508210624036,-979.7396929892077
May 31 2014,13271.184845634742,-779.036414885446,-1107.1699340272041
Jun 01 2014,12298.115455574087,-973.0693900606531,-393.03234657743377
Jun 02 2014,14399.355535747974,2101.240080173888,292.5365994301413
Jun 03 2014,14132.167290462376,-267.1882452855971,-86.9341503782327
Jun 04 2014,13886.09357939045,-246.07371107192742,-128.78174378827018
Jun 05 2014,13795.728208838696,-90.3653705517536,-247.58144161864922
Jun 06 2014,14483.374244863182,687.6460360244855,-511.58813470317654
Jun 07 2014,13824.280762788225,-659.0934820749571,-566.6725200825801
Jun 08 2014,12791.350541972766,-1032.9302208154586,-320.1418938523172
Jun 09 2014,14006.881730121191,1215.531188148425,-256.87375744769923
Jun 10 2014,13991.934473096966,-14.94725702422511,-151.18744425406177
Jun 11 2014,13764.806912338128,-227.1275607588377,-537.8121864914403
Jun 12 2014,13455.03249187265,-309.7744204654791,-691.6464229568385
Jun 13 2014,14362.523548140154,907.4910562675051,-512.057075748636
Jun 14 2014,13300.11337969527,-1062.4101684448833,-699.2332344540248
Jun 15 2014,12432.519866355764,-867.5935133395068,-369.05103689140714
Jun 16 2014,14209.179364771477,1776.6594984157111,254.6108286851152
Jun 17 2014,13773.07233426017,-436.10703051130264,378.39883768639294
Jun 18 2014,13840.855928842586,67.78359458241357,321.7269261439117
Jun 19 2014,14072.483320842946,231.6273920003605,-231.18432935106236
Jun 20 2014,14122.599658628586,50.11633778563919,-339.92600963432886
Jun 21 2014,13230.639393826244,-891.9602648023429,-423.0627055928109
Jun 22 2014,11854.907573007358,-1375.7318208188847,-141.1301554717413
Jun 23 2014,14260.011678912575,2405.104105905217,79.63690005738663
Jun 24 2014,14281.238807572254,21.227128659678787,267.30622474602234
Jun 25 2014,13433.805355544511,-847.4334520277424,32.85552441820782
Jun 26 2014,12946.82570779941,-486.9796477451018,-637.5993987102304
Jun 27 2014,13806.780538593106,859.9548307936966,-264.42656318060625
Jun 28 2014,12831.887668018597,-974.8928705745093,-210.4567924301402
Jun 29 2014,11929.729016794361,-902.1586512242357,-122.44927797796863
Jun 30 2014,14465.12247028348,2535.39345348912,512.4776617463906
Jul 01 2014,14629.489134786038,164.36666450255692,1021.7500775886876
Jul 02 2014,14574.431035420803,-55.05809936523293,789.7586606940715
Jul 03 2014,14390.265579420562,-184.16545600024259,66.73099380390413
Jul 04 2014,11885.528983017608,-2504.736596402954,-1287.6920968763045
Jul 05 2014,11976.798364668566,91.26938165095815,-1500.07150549846
Jul 06 2014,12259.398744912656,282.6003802440901,346.5333975880788
Jul 07 2014,15104.598815688569,2845.2000707759144,932.3714785676473
Jul 08 2014,14571.678158002234,-532.9206576863362,824.8664993689142
Jul 09 2014,14239.562115884088,-332.11604211814847,305.1736812983125
Jul 10 2014,14320.924980226511,81.36286434242537,-222.93701792615295
Jul 11 2014,14506.644686994494,185.71970676798264,-287.1312425893413
Jul 12 2014,13255.197998115005,-1251.4466888794905,-25.906580784281875
Jul 13 2014,12232.706539514631,-1022.4914586003706,197.5699848340303
Jul 14 2014,14534.328047706775,2301.6215081921437,655.9926695978386
Jul 15 2014,14704.179656677656,169.85160897087914,678.4535925583871
Jul 16 2014,14168.50185534009,-535.6778013375659,305.33698425198764
Jul 17 2014,13928.709287946409,-239.7925673936806,-65.71772213676441
Jul 18 2014,14208.820584312476,280.1112963660671,46.51622157986485
Jul 19 2014,13908.458441301154,-300.3621430113198,146.3332483424563
Jul 20 2014,13375.101780901628,-533.3566603995279,289.6526978834402
Jul 21 2014,15348.70420471618,1973.6024238145526,938.1423192178861
Jul 22 2014,14772.380385345512,-576.3238193706693,833.8408131182894
Jul 23 2014,14524.125520153284,-248.25486519222798,282.16846046916163
Jul 24 2014,13738.583868473488,-785.5416516797958,93.05482065811502
Jul 25 2014,14300.122181998486,561.5383135249976,200.18023974374208
Jul 26 2014,13449.273313318832,-850.8488686796518,146.44123340049262
Jul 27 2014,12729.781936257425,-719.4913770614113,508.00872550053674
Jul 28 2014,14607.378407900356,1877.5964716429332,896.3764027376722
Jul 29 2014,14573.89652510175,-33.48188279860551,748.1285928792361
Jul 30 2014,14455.677481535748,-118.21904356600315,285.09849846620347
Jul 31 2014,14861.263276782,405.5857952462537,284.43379357229725
Aug 01 2014,15012.429349684919,151.166072902919,425.02925600352165
Aug 02 2014,14255.605991303557,-756.8233583813652,540.4074612233051
Aug 03 2014,12917.11604212778,-1338.4899491757749,761.8158199811671
Aug 04 2014,14896.533299720022,1979.417257592242,2002.8554162551989
Aug 05 2014,14666.390660983532,-230.14263873648997,1123.0319700638022
Aug 06 2014,14566.957730919083,-99.43293006445127,511.12054145487383
Aug 07 2014,14495.14859582682,-71.80913509225866,-36.31887734064749
Aug 08 2014,14164.415890813583,-330.73270501323896,-65.13867369289774
Aug 09 2014,13708.719661935103,-455.6962288784816,138.9861435084256
Aug 10 2014,12038.299444547996,-1670.4202173871054,121.96895614673149
Aug 11 2014,13938.416853001756,1900.1174084537602,363.9089256018072
Aug 12 2014,13672.954434308076,-265.46241869367987,165.1766321621342
Aug 13 2014,13673.137557552871,0.18312324479302333,116.15802745856381
Aug 14 2014,13660.311923619056,-12.825633933813153,337.42177124056553
Aug 15 2014,14734.322383037746,1074.0104594186903,426.02644329894457
Aug 16 2014,13452.909562399309,-1281.4128206384355,332.30888747061255
Aug 17 2014,12769.403909297434,-683.5056531018762,503.57805636996346
Aug 18 2014,14546.092414359986,1776.6885050625515,799.8365727066359
Aug 19 2014,14283.193388566599,-262.8990257933874,750.5952509502915
Aug 20 2014,14309.164023484758,25.970634918159703,835.930618285269
Aug 21 2014,13782.775561608545,-526.3884618762131,226.9630603720855
Aug 22 2014,14171.121362399368,388.345800790823,-53.54182143948192
Aug 23 2014,13155.549311161392,-1015.5720512379776,174.97703040622108
Aug 24 2014,12716.694019724937,-438.8552914364536,479.2610597474375
Aug 25 2014,14182.996204590583,1466.3021848656463,503.72986566512446
Aug 26 2014,13922.99551910968,-260.00068548090167,327.1872316676598
Aug 27 2014,13306.335351776226,-616.6601673334553,95.96906849224278
Aug 28 2014,13502.03490739675,195.69955562052382,99.75440008513424
Aug 29 2014,14213.651319699968,711.6164123032178,333.4204630332959
Aug 30 2014,14230.031476367689,16.380156667719348,116.25675499481876
Aug 31 2014,13376.634679196208,-853.3967971714774,282.1540415536686
Sep 01 2014,12429.973271092005,-946.6614081042062,78.39339797485927
Sep 02 2014,13859.038131873403,1429.0648607814019,484.1354162047749
Sep 03 2014,14042.190359847416,183.15222797400932,698.8264446800192
Sep 04 2014,13361.340765443474,-680.8495944039405,-9.920036796063147
Sep 05 2014,14085.985195253354,724.6444298098795,-83.16544570486504
Sep 06 2014,13584.773115195283,-501.2120800580705,-196.33536797486815
Sep 07 2014,12812.928276836155,-771.8448383591258,-436.9082021341771
Sep 08 2014,14063.847635177719,1250.9193583415615,758.4480214703228
Sep 09 2014,20390.122856194466,6326.27522101675,3228.3420917543112
Sep 10 2014,22147.19910588357,1757.0762496891005,4411.428697878801
Sep 11 2014,20879.27582046812,-1267.9232854154507,2822.4751119430935
Sep 12 2014,35836.43898793029,14957.163167462173,7395.905490628621
Sep 13 2014,21961.124939253867,-13875.314048676424,3621.645562603509
Sep 14 2014,17852.476628476943,-4108.648310776924,3237.2002778512256
Sep 15 2014,18801.157651039244,948.6810225623012,2621.6380898625903
Sep 16 2014,17484.94632731649,-1316.2113237227534,2539.646158776881
Sep 17 2014,16659.41216262817,-825.5341646883207,2637.355048303105
Sep 18 2014,17770.617429736376,1111.2052671082056,2629.7056815628216
Sep 19 2014,26314.09273164665,8543.475301910275,4103.719928407816
Sep 20 2014,26453.306123339746,139.21339169309428,4025.3342155371356
Sep 21 2014,21532.224039193454,-4921.082084146292,3044.2899587736724
Sep 22 2014,21502.227960329918,-29.99607886353988,2842.3353423951075
Sep 23 2014,20110.529960477663,-1391.697999852251,2712.9157039525458
Sep 24 2014,19040.515453764754,-1070.0145067129088,2660.3514467211508
Sep 25 2014,18056.199045617457,-984.3164081472968,3034.3378877184805
Sep 26 2014,18735.120247279083,678.921201661622,3038.729898050118
Sep 27 2014,19303.56854941517,568.4483021360937,2538.06643932888
Sep 28 2014,18207.598992283743,-1095.9695571314296,2035.129601883283
Sep 29 2014,18830.335840560427,622.7368482766833,2191.129776854898
Sep 30 2014,18108.107702691766,-722.2281378686603,1997.7644753747152
Oct 01 2014,17198.145622650332,-909.9620800414377,1933.9554650537195
Oct 02 2014,16340.203664235552,-857.9419584147763,1406.8142376103062
Oct 03 2014,16869.279204721952,529.0755404863958,1297.8183607392464
Oct 04 2014,16918.149446583382,48.87024186143025,1425.1446945264527
Oct 05 2014,15644.55026618941,-1273.5991803939687,1165.8270707019658
Oct 06 2014,16469.191511945155,824.6412457557452,1140.6036304538954
Oct 07 2014,16067.307401873142,-401.88411007201285,962.2968708824067
Oct 08 2014,15498.643442390352,-568.6639594827902,758.6688169006804
Oct 09 2014,16572.479179954757,1073.8357375644082,931.2191910652807
Oct 10 2014,15653.165061969376,-919.3141179853864,843.6569435523454
Oct 11 2014,15653.634822982072,0.4697610126986546,692.9258641084418
Oct 12 2014,14596.793107176733,-1056.841715805338,930.3382548757083
Oct 13 2014,15449.193451550314,852.4003443735819,602.4555851518924
Oct 14 2014,15174.807634933506,-274.3858166168102,362.8670999850859
Oct 15 2014,15488.168431134141,313.3607962006354,633.1636581361561
Oct 16 2014,15218.937225934667,-269.2312051994741,287.72789045736755
Oct 17 2014,16638.147350222476,1419.2101242878089,819.0132725966535
Oct 18 2014,15853.386494974098,-784.7608552483763,543.6452101671268
Oct 19 2014,14240.340784785369,-1613.0457101887332,127.64529916910787
Oct 20 2014,15854.829669427249,1614.4888846418798,479.23717872394883
Oct 21 2014,15081.6127177564,-773.2169516708473,259.7319555069951
Oct 22 2014,14657.159956796146,-424.45276096025566,297.86382214634233
Oct 23 2014,14237.533545681656,-419.6264111144865,628.5885342271242
Oct 24 2014,15609.47714503854,1371.943599356884,1360.881524254267
Oct 25 2014,16143.929368470739,534.4522234321977,1085.084323437624
Oct 26 2014,14166.77952498666,-1977.1498434840776,490.46986842830466
Oct 27 2014,15095.172863920983,928.3933389343238,427.6206248438378
Oct 28 2014,15168.490704590897,73.31784066991167,1080.2605990620589
Oct 29 2014,14360.850368961497,-807.6403356293996,125.74138937179559
Oct 30 2014,13748.448548603235,-612.4018203582636,111.82525175754226
Oct 31 2014,14803.389931611831,1054.9413830085978,4.639781014933117
Nov 01 2014,16229.207009714353,1425.8170781025199,724.6924286816309
Nov 02 2014,14266.259185841262,-1962.9478238730896,654.8508065779058
Nov 03 2014,15288.722632559162,1022.4634467179004,621.6146870015393
Nov 04 2014,14535.289182744296,-753.4334498148637,636.995588974167
Nov 05 2014,13692.492279921717,-842.7969028225816,286.29000998281236
Nov 06 2014,14062.693162327432,370.20088240571573,169.01465877471927
Nov 07 2014,14453.187298313327,390.49413598589666,186.04234889423358
Nov 08 2014,14642.036497669751,188.84919935642208,141.19157574020508
Nov 09 2014,13581.370437709957,-1060.6660599597965,-10.921233684959322
Nov 10 2014,14341.524035324719,760.1535976147643,-439.46289855738036
Nov 11 2014,13859.812107675452,-481.71192764926667,111.8049776212877
Nov 12 2014,13859.44559592569,-0.3665117497621395,-127.36366933482869
Nov 13 2014,13847.557886195871,-11.887709729819107,-206.7130273377663
Nov 14 2014,14502.568584496112,655.0106983002406,-180.87908440224075
Nov 15 2014,15290.67472439354,788.1061398974289,-153.74539354499822
Nov 16 2014,13256.335987544982,-2034.3387368485564,433.15767144795
Nov 17 2014,13845.88112172725,589.5451341822662,712.9674406314509
