TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF APR 25, 2016 (B)",AT&T : Residential,90.8,0,0,0,0,0,0,0,0,0,90.8,0
"WEEK OF APR 25, 2016 (B)",AT&T : Satellite & Wireless Service,8432.5,3578.6,4824.4,4.6,19.3,0,0,0,5.6,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T : Satellite Service,0.3,0,0,0,0,0,0,0,0,0,0,0.3
"WEEK OF APR 25, 2016 (B)",AT&T : Telecommunications Equipment,1316.4,0,0,0,0,0,0,0,0,0,0,1316.4
"WEEK OF APR 25, 2016 (B)",AT&T : Telephone Equipment,13.9,0,0,0,0,0,0,0,0,0,0,13.9
"WEEK OF APR 25, 2016 (B)",AT&T : Various Telecom Services,34.4,0,0,0,0,0,0,0,34.4,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T : Vignette,4.1,0,0,0,4.1,0,0,0,0,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Byron Nelson Championship 2016 : Sponsored Event,9,0,0,0,0,0,0,0,0,0,0,9
"WEEK OF APR 25, 2016 (B)",AT&T Byron Nelson Championship : Sponsored Event,7.3,0,0,0,0,0,0,0,7.3,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Co : Legal Messages,14.7,0,0,0,0,0,0,0,0,0,0,14.7
"WEEK OF APR 25, 2016 (B)",AT&T Communications : Corporate Promotion,80.3,0,0,0,0,0,0,0,71.5,8.8,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Digital Life : Security System & Service,31.5,0,31.5,0,0,0,0,0,0,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Fiber : ISP,8.8,0,0,0,0,0,0,0,0,0,0,8.8
"WEEK OF APR 25, 2016 (B)",AT&T Futbol Fiesta : Sponsored Event,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Go Phone : Pre-Paid Wireless Service,4.1,0,0,0,0,0,0,0,0,4.1,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Inc : Corporate Promotion,736.4,0,22.1,0,0,335.8,0,354.8,23.7,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Inc : Recruitment,1.4,0,0,0,0,0,0,0,0.4,0,1.1,0
"WEEK OF APR 25, 2016 (B)",AT&T Performing Arts Center : Live Event,5,0,0,0,0,0,0,0,0,0,0,5
"WEEK OF APR 25, 2016 (B)",AT&T Smart Sync : Baby Monitors,61.5,0,0,0,0,61.5,0,0,0,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T SportsNet Cable TV : Paid Promo,38.3,0,0,0,0,0,0,0,0,0,0,38.3
"WEEK OF APR 25, 2016 (B)",AT&T Ultimate Bundle : ISP/Phone/TV,38.8,0,0,0,0,0,0,0,38.8,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Unlimited Data Plan : Consumer Wireless Service,519.6,0,0,0,0,519.6,0,0,0,0,0,0
"WEEK OF APR 25, 2016 (B)",AT&T Wireless Services : Recruitment,0.8,0,0,0,0,0,0,0,0.8,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Bundled Products,419.8,0,0,0,419.8,0,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Business & Consumer Wireless Services,768.8,768.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Business Services,3587.1,2087.4,1338.9,17.7,0.2,0,0,142.9,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Communications Network,705,0,0,0,0,705,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Consumer Wireless Service,6801.4,3874,1846.5,0,9.5,0,0,0,0,0,1071.4,0
"WEEK OF MAY 02, 2016 (B)",AT&T : ISP,2425.8,0,0,0,2289.4,0,0,0,136.3,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : ISP/Phone/TV,712.2,0,0,0,711.4,0,0,0,0.8,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : ISP/Phone/TV/Wireless,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Residential,234.2,0,0,0,0,0,0,0,0,0,234.2,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Satellite & Wireless Service,3709.6,860.4,2836.8,4.6,7.9,0,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T : Various Telecom Services,6.2,0,0,0,0,0,0,0,6.2,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Byron Nelson Championship : Sponsored Event,7.3,0,0,0,0,0,0,0,7.3,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Communications : Corporate Promotion,17.1,0,0,0,0,0,0,0,0,17.1,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Digital Life : Security System & Service,15.8,0,15.8,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Futbol Fiesta : Sponsored Event,0.9,0,0,0,0.9,0,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Inc : Corporate Promotion,913.1,0,160.6,0,0,0,0,709.6,42.9,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Inc : Recruitment,2.1,0,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAY 02, 2016 (B)",AT&T Performing Arts Center : Live Event,25.2,0,0,0,0,0,0,0,25.2,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Ultimate Bundle : ISP/Phone/TV,12.2,0,0,0,0,0,0,0,12.2,0,0,0
"WEEK OF MAY 02, 2016 (B)",AT&T Unlimited Data Plan : Consumer Wireless Service,367.6,0,0,0,0,367.6,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T : Bundled Products,398.3,0,0,0,398.3,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T : Business & Consumer Wireless Services,49.6,0,48.9,0,0.7,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T : Business Services,1670.7,668.6,990.2,11.8,0.1,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T : Consumer Wireless Service,6198.7,3662.7,1355.6,0,8.6,0,0,0,100.4,0,1071.4,0
"WEEK OF MAY 09, 2016 (B)",AT&T : ISP,1756.1,0,0,0,1756.1,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T : ISP/Phone/TV,711.6,0,0,0,684.4,0,0,0,27.2,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T : Residential,234.2,0,0,0,0,0,0,0,0,0,234.2,0
"WEEK OF MAY 09, 2016 (B)",AT&T : Satellite & Wireless Service,3592.1,1590.4,1988.9,4.6,8.3,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T : Various Telecom Services,59.6,0,0,0,0,0,0,0,59.6,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Business : ISP & Wireless Service,7,0,7,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Byron Nelson Championship 2016 : Sponsored Event,130.5,0,0,0,0,0,0,0,130.5,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Byron Nelson Championship : Sponsored Event,2.3,0,0,0,2.3,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Communications : Corporate Promotion,17.1,0,0,0,0,0,0,0,0,17.1,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Digital Life : Security System & Service,17,0,17,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Futbol Fiesta : Sponsored Event,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Inc : Corporate Promotion,942.4,0,44.8,0,0,187.9,0,709.6,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Inc : Recruitment,2.1,0,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAY 09, 2016 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF MAY 09, 2016 (B)",AT&T Ultimate Bundle : ISP/Phone/TV,25.7,0,0,0,0,0,0,0,25.7,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Bundled Products,393.8,0,0,0,393.8,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Business & Consumer Wireless Services,742.1,739.6,1.8,0,0.7,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Business Services,3547.3,2429.5,963,11.8,0.1,0,0,142.9,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Consumer Wireless Service,5441.9,2855.9,1495.7,0,19,0,0,0,0,0,1071.4,0
"WEEK OF MAY 16, 2016 (B)",AT&T : ISP,1528.3,0,0,0,1387.6,0,0,0,140.7,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : ISP/Phone/TV,636,0,0,0,633.2,0,0,0,2.8,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Residential,234.2,0,0,0,0,0,0,0,0,0,234.2,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Satellite & Wireless Service,2695.2,594.6,2098.3,2.3,0,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Various Telecom Services,263.6,0,0,0,0,0,0,142.9,120.8,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T : Vignette,5.7,0,0,0,5.7,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Byron Nelson Championship : Sponsored Event,1.4,0,0,0,1.4,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Communications : Corporate Promotion,160,0,0,0,0,0,0,142.9,0,17.1,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Digital Life : Security System & Service,15.5,0,15.5,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Futbol Fiesta : Sponsored Event,6.3,0,0,0,6.3,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Inc : Corporate Promotion,1455.2,341.8,10.2,0,0,0,0,1064.5,38.7,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Inc : Recruitment,2.1,0,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAY 16, 2016 (B)",AT&T Mobile Share Plan : Consumer Wireless Service,17.8,0,17.8,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Performing Arts Center : Live Event,32.2,0,0,0,0,0,0,0,32.2,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Ultimate Bundle : ISP/Phone/TV,61.1,0,0,0,0,0,0,0,61.1,0,0,0
"WEEK OF MAY 16, 2016 (B)",AT&T Wireless Services : Recruitment,4,0,0,0,0,0,0,0,4,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Bundled Products,369.9,0,0,0,369.9,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Business & Consumer Wireless Services,2.5,0,1.8,0,0.7,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Business Services,339.9,0,327.9,11.8,0.2,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Cable Service,1.4,0,0,0,0,0,0,0,1.4,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Communications Network,58.4,0,0,0,0,58.4,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Consumer Wireless Service,6138.1,2447.8,2597.7,4.6,16.6,0,0,0,0,0,1071.4,0
"WEEK OF MAY 23, 2016 (B)",AT&T : ISP,1416.6,0,0,0,1416.6,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : ISP & Satellite Service,6.7,0,0,0,0,0,0,0,6.7,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : ISP/Phone,4.4,0,0,0,0,0,0,0,4.4,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : ISP/Phone/TV,731.9,0,0,0,665.9,0,0,0,66,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Residential,234.2,0,0,0,0,0,0,0,0,0,234.2,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Satellite & Wireless Service,1973.5,531.4,1440.3,0,1.8,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Satellite Service,1.9,0,0,0,0,0,0,0,1.9,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Various Telecom Services,54,0,0,0,0,0,0,0,54,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T : Vignette,5,0,0,0,5,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T Communications : Corporate Promotion,17.1,0,0,0,0,0,0,0,0,17.1,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T Digital Life : Security System & Service,22.3,0,22.3,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T Futbol Fiesta : Sponsored Event,3.8,0,0,0,3.8,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",AT&T Inc : Corporate Promotion,9.9,0,4.6,0,0,0,0,0,5.3,0,0,0
